file,category,name,type,direction,description,license
02_Layered_Ribbon_Gradient/layered_ribbon_061_split_band_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 061 split_band left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_062_split_band_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 062 split_band left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_063_split_band_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 063 split_band left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_064_split_band_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 064 split_band left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_065_split_band_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 065 split_band left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_066_split_band_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 066 split_band left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_067_cap_arrow_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 067 cap_arrow left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_068_cap_arrow_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 068 cap_arrow left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_069_cap_arrow_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 069 cap_arrow left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_070_cap_arrow_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 070 cap_arrow left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_071_cap_arrow_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 071 cap_arrow left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_072_cap_arrow_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 072 cap_arrow left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
03_Chevron_Process_Modules/chevron_process_001_2seg_gap_64.svg,03_Chevron_Process_Modules,Chevron process 001 2 segments gap,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_002_2seg_gap_82.svg,03_Chevron_Process_Modules,Chevron process 002 2 segments gap,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_003_2seg_connected_64.svg,03_Chevron_Process_Modules,Chevron process 003 2 segments connected,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_004_2seg_connected_82.svg,03_Chevron_Process_Modules,Chevron process 004 2 segments connected,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_005_2seg_loose_64.svg,03_Chevron_Process_Modules,Chevron process 005 2 segments loose,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_006_2seg_loose_82.svg,03_Chevron_Process_Modules,Chevron process 006 2 segments loose,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_007_2seg_stepped_64.svg,03_Chevron_Process_Modules,Chevron process 007 2 segments stepped,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_008_2seg_stepped_82.svg,03_Chevron_Process_Modules,Chevron process 008 2 segments stepped,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_009_2seg_block_first_64.svg,03_Chevron_Process_Modules,Chevron process 009 2 segments block_first,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_010_2seg_block_first_82.svg,03_Chevron_Process_Modules,Chevron process 010 2 segments block_first,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_011_2seg_outline_64.svg,03_Chevron_Process_Modules,Chevron process 011 2 segments outline,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_012_2seg_outline_82.svg,03_Chevron_Process_Modules,Chevron process 012 2 segments outline,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_013_3seg_gap_64.svg,03_Chevron_Process_Modules,Chevron process 013 3 segments gap,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_014_3seg_gap_82.svg,03_Chevron_Process_Modules,Chevron process 014 3 segments gap,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_015_3seg_connected_64.svg,03_Chevron_Process_Modules,Chevron process 015 3 segments connected,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_016_3seg_connected_82.svg,03_Chevron_Process_Modules,Chevron process 016 3 segments connected,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_017_3seg_loose_64.svg,03_Chevron_Process_Modules,Chevron process 017 3 segments loose,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_018_3seg_loose_82.svg,03_Chevron_Process_Modules,Chevron process 018 3 segments loose,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_019_3seg_stepped_64.svg,03_Chevron_Process_Modules,Chevron process 019 3 segments stepped,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_020_3seg_stepped_82.svg,03_Chevron_Process_Modules,Chevron process 020 3 segments stepped,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_021_3seg_block_first_64.svg,03_Chevron_Process_Modules,Chevron process 021 3 segments block_first,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_022_3seg_block_first_82.svg,03_Chevron_Process_Modules,Chevron process 022 3 segments block_first,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_023_3seg_outline_64.svg,03_Chevron_Process_Modules,Chevron process 023 3 segments outline,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_024_3seg_outline_82.svg,03_Chevron_Process_Modules,Chevron process 024 3 segments outline,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_025_4seg_gap_64.svg,03_Chevron_Process_Modules,Chevron process 025 4 segments gap,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_026_4seg_gap_82.svg,03_Chevron_Process_Modules,Chevron process 026 4 segments gap,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_027_4seg_connected_64.svg,03_Chevron_Process_Modules,Chevron process 027 4 segments connected,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_028_4seg_connected_82.svg,03_Chevron_Process_Modules,Chevron process 028 4 segments connected,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_029_4seg_loose_64.svg,03_Chevron_Process_Modules,Chevron process 029 4 segments loose,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_030_4seg_loose_82.svg,03_Chevron_Process_Modules,Chevron process 030 4 segments loose,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_031_4seg_stepped_64.svg,03_Chevron_Process_Modules,Chevron process 031 4 segments stepped,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_032_4seg_stepped_82.svg,03_Chevron_Process_Modules,Chevron process 032 4 segments stepped,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_033_4seg_block_first_64.svg,03_Chevron_Process_Modules,Chevron process 033 4 segments block_first,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_034_4seg_block_first_82.svg,03_Chevron_Process_Modules,Chevron process 034 4 segments block_first,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_035_4seg_outline_64.svg,03_Chevron_Process_Modules,Chevron process 035 4 segments outline,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_036_4seg_outline_82.svg,03_Chevron_Process_Modules,Chevron process 036 4 segments outline,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_037_5seg_gap_64.svg,03_Chevron_Process_Modules,Chevron process 037 5 segments gap,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_038_5seg_gap_82.svg,03_Chevron_Process_Modules,Chevron process 038 5 segments gap,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_039_5seg_connected_64.svg,03_Chevron_Process_Modules,Chevron process 039 5 segments connected,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_040_5seg_connected_82.svg,03_Chevron_Process_Modules,Chevron process 040 5 segments connected,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_041_5seg_loose_64.svg,03_Chevron_Process_Modules,Chevron process 041 5 segments loose,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_042_5seg_loose_82.svg,03_Chevron_Process_Modules,Chevron process 042 5 segments loose,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_043_5seg_stepped_64.svg,03_Chevron_Process_Modules,Chevron process 043 5 segments stepped,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_044_5seg_stepped_82.svg,03_Chevron_Process_Modules,Chevron process 044 5 segments stepped,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_045_5seg_block_first_64.svg,03_Chevron_Process_Modules,Chevron process 045 5 segments block_first,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_046_5seg_block_first_82.svg,03_Chevron_Process_Modules,Chevron process 046 5 segments block_first,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_047_5seg_outline_64.svg,03_Chevron_Process_Modules,Chevron process 047 5 segments outline,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_048_5seg_outline_82.svg,03_Chevron_Process_Modules,Chevron process 048 5 segments outline,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_049_6seg_gap_64.svg,03_Chevron_Process_Modules,Chevron process 049 6 segments gap,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_050_6seg_gap_82.svg,03_Chevron_Process_Modules,Chevron process 050 6 segments gap,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_051_6seg_connected_64.svg,03_Chevron_Process_Modules,Chevron process 051 6 segments connected,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_052_6seg_connected_82.svg,03_Chevron_Process_Modules,Chevron process 052 6 segments connected,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_053_6seg_loose_64.svg,03_Chevron_Process_Modules,Chevron process 053 6 segments loose,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_054_6seg_loose_82.svg,03_Chevron_Process_Modules,Chevron process 054 6 segments loose,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_055_6seg_stepped_64.svg,03_Chevron_Process_Modules,Chevron process 055 6 segments stepped,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_056_6seg_stepped_82.svg,03_Chevron_Process_Modules,Chevron process 056 6 segments stepped,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_057_6seg_block_first_64.svg,03_Chevron_Process_Modules,Chevron process 057 6 segments block_first,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_058_6seg_block_first_82.svg,03_Chevron_Process_Modules,Chevron process 058 6 segments block_first,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_059_6seg_outline_64.svg,03_Chevron_Process_Modules,Chevron process 059 6 segments outline,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_060_6seg_outline_82.svg,03_Chevron_Process_Modules,Chevron process 060 6 segments outline,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_061_7seg_gap_64.svg,03_Chevron_Process_Modules,Chevron process 061 7 segments gap,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_062_7seg_gap_82.svg,03_Chevron_Process_Modules,Chevron process 062 7 segments gap,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_063_7seg_connected_64.svg,03_Chevron_Process_Modules,Chevron process 063 7 segments connected,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_064_7seg_connected_82.svg,03_Chevron_Process_Modules,Chevron process 064 7 segments connected,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_065_7seg_loose_64.svg,03_Chevron_Process_Modules,Chevron process 065 7 segments loose,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_066_7seg_loose_82.svg,03_Chevron_Process_Modules,Chevron process 066 7 segments loose,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_067_7seg_stepped_64.svg,03_Chevron_Process_Modules,Chevron process 067 7 segments stepped,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_068_7seg_stepped_82.svg,03_Chevron_Process_Modules,Chevron process 068 7 segments stepped,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_069_7seg_block_first_64.svg,03_Chevron_Process_Modules,Chevron process 069 7 segments block_first,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_070_7seg_block_first_82.svg,03_Chevron_Process_Modules,Chevron process 070 7 segments block_first,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_071_7seg_outline_64.svg,03_Chevron_Process_Modules,Chevron process 071 7 segments outline,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
03_Chevron_Process_Modules/chevron_process_072_7seg_outline_82.svg,03_Chevron_Process_Modules,Chevron process 072 7 segments outline,chevron_process,right,分段流程箭头，适合流程推进、阶段串联、任务链条。,self-made
04_Node_Link_Connectors/node_link_connector_001_straight_solid_3px.svg,04_Node_Link_Connectors,Node link connector 001 straight solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_002_straight_double_solid_3px.svg,04_Node_Link_Connectors,Node link connector 002 straight_double solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_003_elbow_down_solid_3px.svg,04_Node_Link_Connectors,Node link connector 003 elbow_down solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_004_elbow_up_solid_3px.svg,04_Node_Link_Connectors,Node link connector 004 elbow_up solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_005_u_turn_solid_3px.svg,04_Node_Link_Connectors,Node link connector 005 u_turn solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_006_s_curve_solid_3px.svg,04_Node_Link_Connectors,Node link connector 006 s_curve solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_007_arc_over_solid_3px.svg,04_Node_Link_Connectors,Node link connector 007 arc_over solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_008_arc_under_solid_3px.svg,04_Node_Link_Connectors,Node link connector 008 arc_under solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_009_fork_y_solid_3px.svg,04_Node_Link_Connectors,Node link connector 009 fork_y solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_010_merge_y_solid_3px.svg,04_Node_Link_Connectors,Node link connector 010 merge_y solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_011_parallel_bus_solid_3px.svg,04_Node_Link_Connectors,Node link connector 011 parallel_bus solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_012_step_bus_solid_3px.svg,04_Node_Link_Connectors,Node link connector 012 step_bus solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_013_loop_back_solid_3px.svg,04_Node_Link_Connectors,Node link connector 013 loop_back solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_014_straight_solid_4px.svg,04_Node_Link_Connectors,Node link connector 014 straight solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_015_straight_double_solid_4px.svg,04_Node_Link_Connectors,Node link connector 015 straight_double solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_016_elbow_down_solid_4px.svg,04_Node_Link_Connectors,Node link connector 016 elbow_down solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_017_elbow_up_solid_4px.svg,04_Node_Link_Connectors,Node link connector 017 elbow_up solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_018_u_turn_solid_4px.svg,04_Node_Link_Connectors,Node link connector 018 u_turn solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_019_s_curve_solid_4px.svg,04_Node_Link_Connectors,Node link connector 019 s_curve solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_020_arc_over_solid_4px.svg,04_Node_Link_Connectors,Node link connector 020 arc_over solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_021_arc_under_solid_4px.svg,04_Node_Link_Connectors,Node link connector 021 arc_under solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_022_fork_y_solid_4px.svg,04_Node_Link_Connectors,Node link connector 022 fork_y solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_023_merge_y_solid_4px.svg,04_Node_Link_Connectors,Node link connector 023 merge_y solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_024_parallel_bus_solid_4px.svg,04_Node_Link_Connectors,Node link connector 024 parallel_bus solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_025_step_bus_solid_4px.svg,04_Node_Link_Connectors,Node link connector 025 step_bus solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_026_loop_back_solid_4px.svg,04_Node_Link_Connectors,Node link connector 026 loop_back solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_027_straight_solid_5px.svg,04_Node_Link_Connectors,Node link connector 027 straight solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_028_straight_double_solid_5px.svg,04_Node_Link_Connectors,Node link connector 028 straight_double solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_029_elbow_down_solid_5px.svg,04_Node_Link_Connectors,Node link connector 029 elbow_down solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_030_elbow_up_solid_5px.svg,04_Node_Link_Connectors,Node link connector 030 elbow_up solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_031_u_turn_solid_5px.svg,04_Node_Link_Connectors,Node link connector 031 u_turn solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_032_s_curve_solid_5px.svg,04_Node_Link_Connectors,Node link connector 032 s_curve solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_033_arc_over_solid_5px.svg,04_Node_Link_Connectors,Node link connector 033 arc_over solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_034_arc_under_solid_5px.svg,04_Node_Link_Connectors,Node link connector 034 arc_under solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_035_fork_y_solid_5px.svg,04_Node_Link_Connectors,Node link connector 035 fork_y solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_036_merge_y_solid_5px.svg,04_Node_Link_Connectors,Node link connector 036 merge_y solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_037_parallel_bus_solid_5px.svg,04_Node_Link_Connectors,Node link connector 037 parallel_bus solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_038_step_bus_solid_5px.svg,04_Node_Link_Connectors,Node link connector 038 step_bus solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_039_loop_back_solid_5px.svg,04_Node_Link_Connectors,Node link connector 039 loop_back solid,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_040_straight_dash_3px.svg,04_Node_Link_Connectors,Node link connector 040 straight dashed,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_041_straight_double_dash_3px.svg,04_Node_Link_Connectors,Node link connector 041 straight_double dashed,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_042_elbow_down_dash_3px.svg,04_Node_Link_Connectors,Node link connector 042 elbow_down dashed,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_043_elbow_up_dash_3px.svg,04_Node_Link_Connectors,Node link connector 043 elbow_up dashed,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_044_u_turn_dash_3px.svg,04_Node_Link_Connectors,Node link connector 044 u_turn dashed,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_045_s_curve_dash_3px.svg,04_Node_Link_Connectors,Node link connector 045 s_curve dashed,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
04_Node_Link_Connectors/node_link_connector_046_arc_over_dash_3px.svg,04_Node_Link_Connectors,Node link connector 046 arc_over dashed,connector_route,mixed,节点连接线箭头，适合系统架构、数据流、流程回路、分流汇聚。,self-made
